date,temp_C
1950-01-02,8.397387440999353
1950-01-03,13.14802258809408
1950-01-04,16.487554168701195
1950-01-05,17.26756312052413
1950-01-06,17.576901372273767
1950-01-07,12.20943667093917
1950-01-08,3.515873845418298
1950-01-09,4.967601394653343
1950-01-10,12.84975077311202
1950-01-11,11.890259679158532
1950-01-12,6.394047673543298
1950-01-13,7.697689310709677
1950-01-14,15.442521031697595
1950-01-15,9.975192642211937
1950-01-16,12.669146474202478
1950-01-17,4.599495188395224
1950-01-18,8.170961634318076
1950-01-19,10.202840423584007
1950-01-20,2.0670639038086165
1950-01-21,2.1704720815022824
1950-01-22,7.657760238647484
1950-01-23,12.03140538533529
1950-01-24,15.393203353881859
1950-01-25,17.28949635823568
1950-01-26,17.780868148803734
1950-01-27,12.452020263671898
1950-01-28,4.88924369812014
1950-01-29,8.809013621012411
1950-01-30,15.257470703125023
1950-01-31,15.918002700805687
1950-02-01,14.246581649780296
1950-02-02,12.983719762166345
1950-02-03,9.493068949381552
1950-02-04,3.799483235677087
1950-02-05,4.234698232014978
1950-02-06,6.982609685262048
1950-02-07,10.823570505778036
1950-02-08,6.064511235555017
1950-02-09,8.333023325602255
1950-02-10,10.149641927083337
1950-02-11,8.872157033284509
1950-02-12,6.26509819030764
1950-02-13,9.8781562805176
1950-02-14,15.413307444254599
1950-02-15,15.590353266398154
1950-02-16,7.394703165690146
1950-02-17,3.727264022827171
1950-02-18,2.8472235361735443
1950-02-19,5.2769332885742415
1950-02-20,3.1979328155517805
1950-02-21,2.5100475311279524
1950-02-22,8.844689305623376
1950-02-23,9.823819732666038
1950-02-24,6.434056218465173
1950-02-25,7.1735028584798215
1950-02-26,3.3653395334879974
1950-02-27,0.20071309407552462
1950-02-28,2.176381683349632
1950-03-01,10.08961130777999
1950-03-02,1.7272824605306027
1950-03-03,-1.1318992614745866
1950-03-04,1.626924133300804
1950-03-05,5.5182968139648665
1950-03-06,9.77433865865072
1950-03-07,6.386633173624716
1950-03-08,9.525614039103232
1950-03-09,3.8161401112874387
1950-03-10,2.6034344991048215
1950-03-11,6.939007059733115
1950-03-12,14.94899965922042
1950-03-13,15.752200063069665
1950-03-14,6.499648666381859
1950-03-15,7.063283538818382
1950-03-16,6.462365722656273
1950-03-17,2.9255182902018646
1950-03-18,8.520258204142294
1950-03-19,4.907999293009482
1950-03-20,4.791914876302087
1950-03-21,9.514404551188193
1950-03-22,9.153683598836267
1950-03-23,7.054554239908896
1950-03-24,10.551688130696618
1950-03-25,14.263660685221396
1950-03-26,11.357558186848962
1950-03-27,18.26453870137533
1950-03-28,18.48785552978518
1950-03-29,13.68934275309249
1950-03-30,6.570300038655603
1950-03-31,5.582758204142294
1950-04-01,7.313460286458337
1950-04-02,12.045828755696618
1950-04-03,15.596905644734704
1950-04-04,18.021184539794945
1950-04-05,14.011933263142907
1950-04-06,7.206434504191122
1950-04-07,5.1580978393554915
1950-04-08,8.31146074930831
1950-04-09,10.663064575195335
1950-04-10,10.04414011637374
1950-04-11,16.768220520019554
1950-04-12,12.331197357177757
1950-04-13,9.007838821411156
1950-04-14,3.832911427815759
1950-04-15,4.768402989705407
1950-04-16,7.680153783162439
1950-04-17,12.524296061197958
1950-04-18,16.483034388224326
1950-04-19,17.316816584269247
1950-04-20,13.548483149210654
1950-04-21,10.309339141845726
1950-04-22,12.19903399149581
1950-04-23,17.684023793538415
1950-04-24,21.16109110514327
1950-04-25,21.23489341735842
1950-04-26,18.956870015462243
1950-04-27,18.97330563863119
1950-04-28,21.721459325154626
1950-04-29,21.235200500488304
1950-04-30,20.35927289326986
1950-05-01,18.742211914062523
1950-05-02,18.935089365641318
1950-05-03,20.331932322184286
1950-05-04,20.19778404235842
1950-05-05,24.20486221313479
1950-05-06,26.026192601521814
1950-05-07,23.196355438232445
1950-05-08,17.570516204834007
1950-05-09,15.657928085327171
1950-05-10,20.604842758178734
1950-05-11,22.70829289754232
1950-05-12,21.348823165893577
1950-05-13,16.05688311258956
1950-05-14,16.77612711588546
1950-05-15,18.588837560017907
1950-05-16,17.735739644368493
1950-05-17,18.86787885030111
1950-05-18,20.429104741414392
1950-05-19,19.317074712117517
1950-05-20,15.918867365519247
1950-05-21,15.241091664632165
1950-05-22,16.79057655334475
1950-05-23,19.524550374348962
1950-05-24,21.413783645629906
1950-05-25,20.914651489257835
1950-05-26,21.187511062622093
1950-05-27,20.61531028747561
1950-05-28,21.062956110636435
1950-05-29,21.452982203165732
1950-05-30,21.59231084187826
1950-05-31,21.13825060526534
1950-06-01,21.34344062805178
1950-06-02,21.829043960571312
1950-06-03,22.96603164672854
1950-06-04,21.204119618733728
1950-06-05,19.02838541666671
1950-06-06,20.295720036824548
1950-06-07,21.66818771362307
1950-06-08,21.9312460581462
1950-06-09,23.239544169108115
1950-06-10,23.568677520751976
1950-06-11,22.751772816975915
1950-06-12,20.68099428812667
1950-06-13,19.993503824869833
1950-06-14,22.81112187703451
1950-06-15,24.347124354044638
1950-06-16,24.207811609904013
1950-06-17,26.883914566040062
1950-06-18,23.641296005249046
1950-06-19,27.029527282714866
1950-06-20,27.96211967468264
1950-06-21,25.9831475575765
1950-06-22,24.942600504557333
1950-06-23,24.828438059488974
1950-06-24,28.129641469319665
1950-06-25,27.99425404866537
1950-06-26,26.850729242960654
1950-06-27,28.022437032063806
